650,787,0
650,384,0
650,384,0
638,384,0
625,384,0
612,384,0
599,384,1
587,384,1
574,384,1
561,384,1
548,384,1
535,384,1
523,384,1
510,384,1
497,384,1
484,384,1
471,384,1
459,384,1
446,384,1
433,384,1
420,384,1
407,384,1
395,384,1
382,384,1
369,384,1
356,384,1
343,384,1
331,384,1
318,384,1
305,384,1
292,384,1
279,384,1
267,384,1
254,384,1
241,384,1
228,384,1
215,384,1
203,384,1
190,384,1
177,384,1
164,384,1
151,384,1
139,384,1
126,384,1
113,384,0
100,384,0
87,384,0
75,384,0
62,384,0
49,384,0
36,384,0
23,384,0
11,384,0
2,384,0
15,384,0
28,384,0
41,384,0
50,384,0
650,525,0
650,525,0
633,525,0
615,525,0
598,525,0
580,525,0
563,525,0
545,525,0
528,525,1
510,525,0
493,525,0
475,525,0
458,525,0
440,525,0
423,525,0
405,525,0
388,525,0
370,525,0
353,525,0
335,525,0
318,525,0
300,525,0
283,525,0
265,525,0
248,525,0
230,525,0
213,525,0
195,525,0
178,525,1
160,525,1
143,525,1
125,525,1
108,525,0
90,525,0
73,525,0
55,525,0
38,525,0
20,525,0
3,525,0
15,525,0
32,525,0
50,525,0
650,455,0
650,455,0
635,455,0
620,455,0
605,455,0
590,455,0
575,455,0
560,455,0
544,455,0
529,455,1
514,455,1
499,455,1
484,455,1
469,455,1
453,455,1
438,455,1
423,455,1
408,455,1
393,455,1
378,455,1
362,455,1
347,455,1
332,455,1
317,455,1
302,455,1
287,455,1
271,455,1
256,455,1
241,455,1
226,455,1
211,455,1
196,455,1
180,455,1
165,455,1
150,455,0
135,455,0
120,455,0
105,455,0
89,455,0
74,455,0
59,455,0
44,455,0
29,455,0
14,455,0
2,455,0
17,455,0
32,455,0
47,455,0
50,455,0
650,495,0
650,495,0
634,495,0
617,495,0
601,495,0
584,495,0
568,495,0
551,495,1
535,495,0
518,495,0
502,495,0
485,495,0
469,495,0
452,495,0
436,495,0
419,495,0
403,495,0
386,495,0
370,495,0
353,495,0
337,495,0
320,495,0
304,495,0
287,495,0
271,495,0
254,495,0
238,495,0
221,495,1
205,495,1
188,495,1
172,495,1
155,495,1
139,495,1
122,495,1
106,495,1
89,495,1
73,495,0
56,495,0
40,495,0
23,495,0
7,495,0
10,495,0
26,495,0
43,495,0
50,495,0
650,731,0
650,731,0
626,731,0
602,731,0
577,731,0
553,731,0
529,731,0
504,731,0
480,731,0
456,731,1
431,731,1
407,731,1
382,731,1
358,731,1
334,731,1
309,731,1
285,731,1
261,731,1
236,731,0
212,731,0
188,731,0
163,731,0
139,731,0
114,731,0
90,731,0
66,731,0
41,731,0
17,731,0
7,731,0
32,731,0
50,731,0
650,513,0
650,513,0
633,513,0
616,513,0
599,513,0
582,513,0
565,513,0
548,513,0
531,513,1
514,513,0
497,513,0
479,513,0
462,513,0
445,513,0
428,513,0
411,513,0
394,513,0
377,513,0
360,513,0
343,513,0
326,513,0
308,513,0
291,513,0
274,513,0
257,513,0
240,513,0
223,513,0
206,513,0
189,513,1
172,513,0
155,513,0
137,513,0
120,513,0
103,513,0
86,513,0
69,513,0
52,513,0
35,513,0
18,513,0
1,513,0
16,513,0
34,513,0
50,513,0
650,364,0
650,364,0
638,364,0
626,364,0
614,364,0
602,364,0
590,364,0
578,364,0
566,364,1
553,364,1
541,364,1
529,364,1
517,364,1
505,364,1
493,364,1
481,364,1
469,364,1
456,364,1
444,364,1
432,364,1
420,364,1
408,364,1
396,364,1
384,364,1
371,364,1
359,364,1
347,364,1
335,364,1
323,364,1
311,364,1
299,364,1
287,364,1
274,364,1
262,364,1
250,364,1
238,364,1
226,364,1
214,364,1
202,364,1
189,364,1
177,364,1
165,364,0
153,364,0
141,364,0
129,364,0
117,364,0
105,364,0
92,364,0
80,364,0
68,364,0
56,364,0
44,364,0
32,364,0
20,364,0
7,364,0
5,364,0
17,364,0
29,364,0
41,364,0
50,364,0
650,424,0
650,424,1
636,424,0
622,424,0
608,424,0
594,424,0
580,424,0
566,424,0
552,424,0
537,424,0
523,424,0
509,424,0
495,424,0
481,424,0
467,424,0
453,424,0
439,424,0
424,424,0
410,424,0
396,424,0
382,424,0
368,424,1
354,424,1
340,424,1
325,424,1
311,424,1
297,424,1
283,424,1
269,424,1
255,424,1
241,424,1
227,424,1
212,424,1
198,424,1
184,424,1
170,424,1
156,424,0
142,424,0
128,424,0
113,424,0
99,424,0
85,424,0
71,424,0
57,424,0
43,424,0
29,424,0
15,424,0
0,424,0
14,424,0
28,424,0
42,424,0
50,424,0
650,614,0
650,614,0
630,614,0
610,614,0
589,614,0
569,614,0
548,614,1
528,614,0
507,614,0
487,614,0
466,614,0
446,614,0
425,614,0
405,614,0
384,614,0
364,614,0
343,614,0
323,614,0
303,614,0
282,614,0
262,614,0
241,614,0
221,614,0
200,614,0
180,614,0
159,614,0
139,614,1
118,614,0
98,614,0
77,614,0
57,614,0
37,614,0
16,614,0
4,614,0
25,614,0
45,614,0
50,614,0
650,632,0
650,632,0
629,632,0
608,632,0
587,632,0
566,632,0
545,632,0
524,632,0
503,632,0
482,632,1
461,632,1
440,632,1
419,632,1
398,632,1
377,632,1
356,632,1
334,632,1
313,632,1
292,632,1
271,632,1
250,632,0
229,632,0
208,632,0
187,632,0
166,632,0
145,632,0
124,632,0
103,632,0
82,632,0
61,632,0
40,632,0
18,632,0
3,632,0
24,632,0
45,632,0
50,632,0
650,468,0
650,468,0
635,468,0
619,468,0
604,468,0
588,468,0
572,468,1
557,468,0
541,468,0
526,468,0
510,468,0
494,468,0
479,468,0
463,468,0
448,468,0
432,468,0
416,468,0
401,468,0
385,468,0
370,468,0
354,468,0
338,468,0
323,468,0
307,468,0
292,468,0
276,468,0
260,468,1
245,468,1
229,468,1
214,468,1
198,468,1
182,468,1
167,468,1
151,468,1
136,468,1
120,468,0
104,468,0
89,468,0
73,468,0
58,468,0
42,468,0
26,468,0
11,468,0
5,468,0
20,468,0
36,468,0
50,468,0
650,505,0
650,505,0
634,505,0
617,505,0
600,505,0
583,505,0
566,505,0
549,505,0
533,505,1
516,505,0
499,505,0
482,505,0
465,505,0
448,505,0
432,505,0
415,505,0
398,505,0
381,505,0
364,505,0
347,505,0
331,505,0
314,505,0
297,505,0
280,505,0
263,505,0
246,505,0
230,505,0
213,505,0
196,505,1
179,505,1
162,505,1
145,505,1
129,505,1
112,505,1
95,505,1
78,505,0
61,505,0
44,505,0
28,505,0
11,505,0
6,505,0
23,505,0
40,505,0
50,505,0
650,604,0
650,604,0
630,604,0
610,604,0
590,604,0
570,604,0
550,604,0
530,604,0
510,604,0
489,604,1
469,604,0
449,604,0
429,604,0
409,604,0
389,604,0
369,604,0
349,604,0
328,604,0
308,604,0
288,604,0
268,604,0
248,604,0
228,604,0
208,604,0
187,604,0
167,604,0
147,604,0
127,604,0
107,604,0
87,604,1
67,604,0
47,604,0
