650,799,1
624,799,1
597,799,1
571,799,1
544,799,1
517,799,1
491,799,1
464,799,1
437,799,1
411,799,1
384,799,1
358,799,1
331,799,1
304,799,1
278,799,1
251,799,1
224,799,1
198,799,1
171,799,1
144,799,1
118,799,1
91,799,1
65,799,1
38,799,1
650,563,1
650,563,1
632,563,1
613,563,1
594,563,1
575,563,1
557,563,1
538,563,1
519,563,1
500,563,1
482,563,1
463,563,1
444,563,1
425,563,1
407,563,1
388,563,1
369,563,1
350,563,1
331,563,1
313,563,1
294,563,1
275,563,1
256,563,1
238,563,1
219,563,1
200,563,1
181,563,0
144,563,0
125,563,0
106,563,0
88,563,0
69,563,0
50,563,0
31,563,0
12,563,0
6,563,0
25,563,0
44,563,0
50,563,0
650,356,0
650,356,0
639,356,0
627,356,0
615,356,0
603,356,0
591,356,0
579,356,0
567,356,1
556,356,1
544,356,1
532,356,1
520,356,1
508,356,1
496,356,1
484,356,1
472,356,1
461,356,1
449,356,1
437,356,1
425,356,1
413,356,1
401,356,1
389,356,1
378,356,1
366,356,1
354,356,1
342,356,1
330,356,1
318,356,1
306,356,1
294,356,1
283,356,1
271,356,1
259,356,1
247,356,1
235,356,1
223,356,1
211,356,1
200,356,1
188,356,1
176,356,1
164,356,1
152,356,0
140,356,0
128,356,0
116,356,0
105,356,0
93,356,0
81,356,0
69,356,0
57,356,0
45,356,0
33,356,0
22,356,0
10,356,0
2,356,0
14,356,0
26,356,0
38,356,0
50,356,0
650,787,0
650,787,0
624,787,0
598,787,0
572,787,0
546,787,1
519,787,1
493,787,1
467,787,1
441,787,1
414,787,1
388,787,1
362,787,1
336,787,1
309,787,1
283,787,1
257,787,1
231,787,1
205,787,1
178,787,1
152,787,1
126,787,0
100,787,0
73,787,0
47,787,0
21,787,0
5,787,0
32,787,0
50,787,0
650,622,0
650,622,0
630,622,0
609,622,0
588,622,0
568,622,0
547,622,0
526,622,0
505,622,0
485,622,1
464,622,1
443,622,1
422,622,1
402,622,1
381,622,1
360,622,1
339,622,1
319,622,1
298,622,1
277,622,1
257,622,1
236,622,1
215,622,1
194,622,0
174,622,0
153,622,0
132,622,0
111,622,0
91,622,0
70,622,0
49,622,0
28,622,0
8,622,0
13,622,0
34,622,0
50,622,0
650,330,0
650,330,0
639,330,0
628,330,0
617,330,0
606,330,0
595,330,0
584,330,0
573,330,1
562,330,1
551,330,1
540,330,1
529,330,1
518,330,1
507,330,1
496,330,1
485,330,1
474,330,1
463,330,1
452,330,1
441,330,1
430,330,1
419,330,1
408,330,1
397,330,1
386,330,1
375,330,1
364,330,1
353,330,1
342,330,1
331,330,1
320,330,1
309,330,1
298,330,1
287,330,1
276,330,1
265,330,1
254,330,1
243,330,1
232,330,1
221,330,1
210,330,1
199,330,1
188,330,1
177,330,1
166,330,1
155,330,1
144,330,0
133,330,0
122,330,0
111,330,0
100,330,0
89,330,0
78,330,0
67,330,0
56,330,0
45,330,0
34,330,0
23,330,0
12,330,0
1,330,0
10,330,0
21,330,0
32,330,0
43,330,0
50,330,0
650,642,0
650,642,1
629,642,1
608,642,1
586,642,1
565,642,1
544,642,1
522,642,1
501,642,1
479,642,1
458,642,1
437,642,1
415,642,1
394,642,1
372,642,1
351,642,1
330,642,1
308,642,1
287,642,1
265,642,0
244,642,0
223,642,0
201,642,0
180,642,0
158,642,0
137,642,0
116,642,0
94,642,0
73,642,0
51,642,0
30,642,0
9,642,0
13,642,0
34,642,0
50,642,0
650,597,0
650,597,0
631,597,0
611,597,0
591,597,0
571,597,0
551,597,0
531,597,1
511,597,1
491,597,1
471,597,1
452,597,1
432,597,1
412,597,1
392,597,1
372,597,1
352,597,1
332,597,1
312,597,1
292,597,1
272,597,1
253,597,1
233,597,1
213,597,0
193,597,0
173,597,0
153,597,0
133,597,0
113,597,0
93,597,0
73,597,0
54,597,0
34,597,0
14,597,0
6,597,0
26,597,0
46,597,0
50,597,0
650,388,0
650,388,0
638,388,0
625,388,0
612,388,0
599,388,0
586,388,0
573,388,1
560,388,1
547,388,1
534,388,1
521,388,1
508,388,1
495,388,1
482,388,1
469,388,1
457,388,1
444,388,1
431,388,1
418,388,1
405,388,1
392,388,1
379,388,1
366,388,1
353,388,1
340,388,1
327,388,1
314,388,1
301,388,1
288,388,1
275,388,1
263,388,1
250,388,1
237,388,1
224,388,1
211,388,0
198,388,0
185,388,0
172,388,0
159,388,0
146,388,0
133,388,0
120,388,0
107,388,0
94,388,0
81,388,0
69,388,0
56,388,0
43,388,0
30,388,0
17,388,0
4,388,0
9,388,0
22,388,0
35,388,0
48,388,1
50,388,1
650,684,1
650,684,1
628,684,1
605,684,1
582,684,1
559,684,1
537,684,1
514,684,1
491,684,1
468,684,1
445,684,1
423,684,1
400,684,1
377,684,1
354,684,1
331,684,1
309,684,1
286,684,1
263,684,0
240,684,0
217,684,0
195,684,0
172,684,0
149,684,0
126,684,0
103,684,0
81,684,0
58,684,0
35,684,0
12,684,0
11,684,0
33,684,0
50,684,0
650,592,0
650,592,0
631,592,0
611,592,0
591,592,0
572,592,0
552,592,0
532,592,1
512,592,1
493,592,1
473,592,1
453,592,1
433,592,1
414,592,1
394,592,1
374,592,1
354,592,1
335,592,1
315,592,1
295,592,1
276,592,1
256,592,1
236,592,0
216,592,0
197,592,0
177,592,0
157,592,0
137,592,0
118,592,0
98,592,0
78,592,0
58,592,0
39,592,0
19,592,0
1,592,0
20,592,0
40,592,0
50,592,0
650,372,0
650,372,0
638,372,0
626,372,0
613,372,0
601,372,0
589,372,1
576,372,1
564,372,1
551,372,1
539,372,1
527,372,1
514,372,1
502,372,1
489,372,1
477,372,1
465,372,1
452,372,1
440,372,1
427,372,1
415,372,1
403,372,1
390,372,1
378,372,1
365,372,1
353,372,1
341,372,1
328,372,1
316,372,1
303,372,1
291,372,1
279,372,1
266,372,1
254,372,1
241,372,1
229,372,1
217,372,1
204,372,1
192,372,1
179,372,1
167,372,1
155,372,1
142,372,1
130,372,1
117,372,0
105,372,0
93,372,0
80,372,0
68,372,0
55,372,0
43,372,0
31,372,0
18,372,0
6,372,0
7,372,0
19,372,0
31,372,0
44,372,0
50,372,0
650,489,0
650,489,0
634,489,0
618,489,0
602,489,0
585,489,0
569,489,0
553,489,0
536,489,1
520,489,1
504,489,1
488,489,1
471,489,1
455,489,1
439,489,1
422,489,1
406,489,1
390,489,1
373,489,1
357,,
